,carat,cut,color,depth,table,x,y,z,price
4724,0.33,Ideal,I,61.5,57.0,4.49,4.46,2.75,572
4725,0.33,Premium,I,61.4,58.0,4.5,4.46,2.75,572
4726,0.33,Premium,I,61.3,59.0,4.51,4.46,2.75,572
4727,0.33,Very Good,I,63.2,58.0,4.38,4.36,2.76,572
4728,0.33,Good,I,63.6,57.0,4.42,4.39,2.8,572
4729,0.42,Very Good,G,59.5,61.0,4.85,4.9,2.9,573
4730,0.34,Ideal,G,61.6,56.0,4.48,4.51,2.77,573
4731,0.3,Ideal,F,61.6,56.0,4.3,4.33,2.66,573
4732,0.3,Ideal,F,61.9,56.0,4.32,4.34,2.68,573
4733,0.3,Ideal,F,62.2,55.0,4.3,4.32,2.68,573
4734,0.3,Ideal,F,62.5,54.0,4.29,4.32,2.69,573
4735,0.3,Ideal,F,62.3,55.0,4.3,4.34,2.69,573
4736,0.3,Ideal,F,61.1,56.0,4.36,4.38,2.67,573
4737,0.3,Ideal,F,60.9,56.0,4.35,4.39,2.66,573
4738,0.3,Ideal,F,61.9,54.0,4.29,4.33,2.67,573
4739,0.3,Ideal,F,61.7,58.0,4.28,4.31,2.65,573
4740,0.92,Premium,E,61.8,59.0,6.19,6.11,3.8,3679
4741,0.76,Ideal,F,62.2,56.0,5.83,5.87,3.64,3680
4742,0.9,Very Good,G,63.0,57.0,6.13,6.19,3.88,3681
4743,1.01,Very Good,G,62.0,58.0,6.41,6.46,3.99,3682
4744,0.91,Premium,F,61.4,60.0,6.21,6.23,3.82,3682
4745,0.8,Ideal,D,61.9,54.0,5.98,5.96,3.7,3682
4746,0.7,Ideal,F,62.5,57.0,5.62,5.67,3.53,3683
4747,0.92,Premium,F,62.6,59.0,6.23,6.19,3.89,3684
4749,0.84,Ideal,D,62.4,57.0,6.03,6.08,3.78,3685
4750,1.0,Premium,J,62.0,62.0,6.42,6.35,3.96,3685
4751,1.0,Premium,J,60.7,61.0,6.5,6.41,3.92,3685
4752,1.02,Premium,F,62.5,58.0,6.4,6.47,4.02,3686
4753,1.21,Ideal,I,61.3,57.0,6.94,6.89,4.24,3686
4754,0.91,Very Good,F,61.2,59.0,6.2,6.22,3.8,3688
4755,1.12,Ideal,I,62.4,57.0,6.69,6.62,4.15,3688
4757,0.9,Premium,D,59.5,57.0,6.29,6.21,3.72,3689
4758,0.9,Very Good,E,60.7,61.0,6.17,6.19,3.75,3689
4759,0.81,Very Good,F,62.7,56.0,5.92,5.98,3.73,3689
4760,0.9,Good,D,63.6,63.0,6.07,6.03,3.85,3689
4763,0.9,Good,D,64.1,56.0,6.07,6.04,3.88,3689
4764,0.9,Good,D,63.9,57.0,6.1,6.04,3.88,3689
4765,0.72,Premium,F,62.8,58.0,5.75,5.68,3.59,3689
4766,0.93,Premium,G,62.2,55.0,6.27,6.24,3.89,3689
4767,0.71,Good,D,64.2,58.0,5.65,5.6,3.61,3690
4768,0.72,Ideal,E,62.1,54.0,5.74,5.76,3.57,3690
4769,1.0,Good,J,61.7,62.0,6.37,6.4,3.94,3690
4770,0.96,Premium,H,59.4,56.0,6.47,6.42,3.83,3690
4771,1.1,Ideal,F,61.3,57.0,6.68,6.62,4.08,3690
4772,0.94,Very Good,D,60.9,62.0,6.22,6.3,3.81,3691
4773,0.71,Very Good,F,61.8,58.0,5.63,5.73,3.51,3692
4774,0.77,Very Good,F,62.6,55.0,5.85,5.88,3.67,3692
4775,1.03,Ideal,G,60.4,56.0,6.56,6.53,3.95,3692
4776,1.11,Premium,I,61.3,59.0,6.69,6.63,4.09,3692
4777,1.03,Very Good,F,63.3,59.0,6.35,6.32,4.01,3692
4778,1.03,Ideal,H,60.5,57.0,6.58,6.52,3.96,3692
4780,0.97,Ideal,H,61.6,55.0,6.37,6.32,3.91,3694
4781,0.74,Ideal,F,62.0,54.0,5.85,5.81,3.62,3694
4783,1.0,Ideal,F,62.3,56.0,6.34,6.27,3.93,3696
4787,0.9,Good,F,64.0,59.0,5.97,5.99,3.83,3696
4792,1.1,Premium,I,62.4,59.0,6.55,6.51,4.08,3696
4793,1.1,Premium,J,61.2,57.0,6.66,6.61,4.06,3696
4794,1.5,Good,I,63.7,61.0,7.22,7.1,4.57,3696
4796,0.75,Ideal,D,62.4,54.0,5.86,5.84,3.65,3696
4797,0.77,Ideal,E,62.0,56.0,5.87,5.9,3.65,3697
4798,0.9,Very Good,E,63.5,58.0,6.08,6.14,3.88,3697
4799,0.92,Ideal,G,63.0,57.0,6.16,6.13,3.87,3697
4801,0.82,Premium,E,59.7,61.0,6.08,6.04,3.62,3697
4802,1.31,Premium,J,59.7,59.0,7.06,7.01,4.2,3697
4803,1.01,Good,J,63.6,54.0,6.44,6.36,4.07,3699
4804,0.9,Very Good,F,63.8,54.0,6.09,6.13,3.9,3699
4805,0.9,Very Good,F,63.4,57.0,6.06,6.11,3.86,3699
4808,1.12,Very Good,G,63.4,57.0,6.51,6.47,4.12,3700
4809,1.08,Premium,G,59.3,61.0,6.66,6.61,3.94,3701
4811,0.9,Good,H,63.6,61.0,6.03,5.97,3.8,3701
4813,0.71,Ideal,F,61.1,56.0,5.76,5.8,3.53,3701
4814,0.71,Ideal,F,61.0,56.0,5.77,5.8,3.53,3701
4815,0.71,Good,F,61.8,57.0,5.73,5.76,3.55,3701
4816,0.77,Ideal,F,61.7,56.0,5.85,5.91,3.63,3702
4817,0.91,Premium,E,61.1,59.0,6.2,6.24,3.8,3703
4818,0.91,Very Good,E,62.8,61.0,6.07,6.09,3.82,3703
4819,0.91,Very Good,I,62.8,57.0,6.09,6.18,3.85,3703
4820,0.9,Premium,F,60.5,57.0,6.23,6.2,3.76,3704
4821,0.9,Ideal,F,62.6,57.0,6.2,6.13,3.86,3704
4822,0.9,Premium,F,60.1,59.0,6.31,6.24,3.77,3704
4823,0.9,Premium,F,62.3,57.0,6.18,6.15,3.84,3704
4825,0.9,Premium,F,61.5,59.0,6.23,6.2,3.82,3704
4826,0.9,Premium,F,62.0,61.0,6.16,6.14,3.81,3704
4827,0.9,Premium,F,61.4,62.0,6.2,6.11,3.78,3704
4828,0.9,Premium,F,60.3,55.0,6.35,6.28,3.81,3704
4829,0.73,Very Good,F,62.1,57.0,5.74,5.76,3.57,3705
4830,0.85,Very Good,F,62.2,56.0,6.01,6.08,3.76,3705
4831,0.71,Ideal,F,61.2,55.0,5.73,5.84,3.54,3705
4832,0.9,Very Good,D,62.9,59.0,6.06,6.15,3.84,3706
4833,0.92,Very Good,D,63.7,57.0,6.12,6.21,3.93,3707
4834,0.77,Ideal,H,61.3,56.0,5.91,5.94,3.63,3707
4835,0.72,Ideal,H,61.8,56.0,5.75,5.78,3.56,3708
4837,0.9,Very Good,I,60.7,59.0,6.23,6.26,3.79,3709
4838,0.9,Very Good,I,63.0,60.0,6.15,6.17,3.88,3709
4839,0.9,Very Good,I,59.9,58.0,6.17,6.22,3.71,3709
4840,1.01,Very Good,F,59.5,57.0,6.61,6.66,3.95,3709
4842,0.86,Ideal,D,62.8,56.0,6.05,6.08,3.81,3709
4843,0.91,Very Good,H,63.4,59.0,6.12,6.09,3.87,3710
4844,0.75,Ideal,F,61.9,54.0,5.83,5.84,3.61,3710
4845,0.79,Ideal,I,60.9,56.0,5.97,5.99,3.64,3710
4846,0.71,Ideal,F,60.9,57.0,5.76,5.78,3.51,3710
4847,0.71,Ideal,F,60.8,56.0,5.81,5.82,3.54,3710
4848,0.71,Ideal,F,61.5,56.0,5.72,5.76,3.53,3710
4849,0.71,Ideal,F,61.9,56.0,5.7,5.74,3.54,3710
4850,0.71,Ideal,F,61.4,56.0,5.75,5.78,3.54,3710
4851,0.71,Ideal,F,61.5,57.0,5.71,5.77,3.53,3710
4852,0.71,Ideal,F,61.3,56.0,5.69,5.75,3.51,3710
4853,0.71,Ideal,F,60.9,56.0,5.76,5.79,3.52,3710
4854,0.71,Ideal,F,61.9,56.0,5.69,5.72,3.53,3710
4855,0.71,Ideal,F,61.8,55.0,5.71,5.73,3.54,3710
4856,0.71,Ideal,F,61.5,56.0,5.72,5.75,3.52,3710
4857,0.71,Ideal,F,61.4,57.0,5.72,5.73,3.52,3710
4858,0.91,Very Good,G,63.5,61.0,6.1,6.05,3.86,3710
4859,1.16,Premium,D,61.8,59.0,6.78,6.74,4.18,3711
4860,1.0,Premium,I,61.6,59.0,6.34,6.41,3.93,3712
4861,1.0,Premium,J,60.8,58.0,6.39,6.44,3.9,3712
4862,0.75,Ideal,D,61.1,56.0,5.85,5.9,3.59,3712
4863,1.02,Premium,I,61.1,59.0,6.4,6.37,3.9,3713
4864,0.78,Ideal,E,61.1,55.0,5.99,5.96,3.65,3713
4865,0.92,Very Good,G,62.4,60.0,6.18,6.22,3.87,3713
4866,0.8,Ideal,F,61.2,58.0,5.99,6.03,3.68,3713
4867,1.0,Premium,G,61.4,61.0,6.35,6.32,3.89,3713
4868,1.02,Premium,I,60.2,60.0,6.45,6.39,3.87,3713
4869,1.02,Good,H,64.3,60.0,6.36,6.25,4.06,3713
4870,1.02,Premium,H,61.3,57.0,6.51,6.45,3.97,3713
4871,1.0,Very Good,G,63.1,63.0,6.33,6.23,3.96,3713
4872,1.02,Very Good,H,63.4,63.0,6.36,6.32,4.02,3713
4873,1.02,Premium,H,60.8,58.0,6.48,6.45,3.93,3713
4874,1.02,Ideal,H,62.0,56.0,6.4,6.34,3.95,3713
4875,1.02,Ideal,I,62.1,56.0,6.44,6.39,3.98,3713
4876,0.9,Premium,F,61.3,58.0,6.13,6.08,3.74,3714
4877,0.73,Ideal,E,62.0,57.0,5.79,5.73,3.57,3714
4878,0.9,Very Good,E,61.6,58.0,6.18,6.23,3.82,3715
4879,0.9,Very Good,E,62.2,54.0,6.13,6.21,3.84,3715
4880,0.79,Ideal,E,61.6,55.0,5.94,6.04,3.69,3715
4881,0.76,Ideal,F,60.9,57.0,5.89,5.96,3.61,3716
4882,0.71,Ideal,D,60.9,58.0,5.72,5.78,3.5,3716
4883,0.97,Good,J,60.0,56.0,6.4,6.46,3.86,3717
4884,1.01,Premium,F,60.0,60.0,6.46,6.4,3.86,3717
4886,0.75,Very Good,E,63.0,57.0,5.81,5.78,3.65,3718
4887,0.9,Very Good,G,63.6,57.0,6.07,6.13,3.88,3718
4888,0.9,Ideal,G,62.3,56.0,6.14,6.21,3.85,3718
4891,1.04,Ideal,F,61.6,57.0,6.51,6.46,4.0,3718
4892,0.72,Very Good,E,62.0,58.0,5.71,5.74,3.55,3719
4893,0.73,Very Good,F,60.6,56.0,5.79,5.83,3.52,3720
4894,0.9,Very Good,I,61.2,57.0,6.15,6.2,3.78,3720
4895,0.8,Very Good,F,62.6,57.0,5.9,5.98,3.72,3720
4896,0.8,Very Good,F,62.3,57.0,5.92,5.95,3.7,3720
4897,0.9,Premium,I,61.0,55.0,6.29,6.27,3.83,3720
4898,0.77,Ideal,D,61.8,56.0,5.84,5.9,3.63,3721
4899,1.01,Premium,J,61.0,61.0,6.28,6.22,3.81,3722
4900,0.9,Ideal,G,61.5,57.0,6.07,6.19,3.77,3722
4901,0.72,Ideal,D,61.2,56.0,5.77,5.79,3.54,3722
4902,0.96,Very Good,G,62.6,59.0,6.18,6.29,3.9,3723
4903,0.91,Ideal,E,61.1,58.0,6.25,6.29,3.83,3723
4904,0.91,Ideal,E,61.8,53.0,6.22,6.3,3.87,3723
4905,0.92,Good,I,60.9,63.0,6.27,6.34,3.84,3723
4906,1.12,Premium,F,62.4,59.0,6.6,6.54,4.1,3723
4907,0.95,Premium,G,59.5,56.0,6.41,6.36,3.8,3724
4908,0.7,Very Good,E,62.5,56.0,5.63,5.7,3.54,3724
4909,0.7,Very Good,E,60.9,59.0,5.67,5.81,3.5,3724
4910,0.9,Very Good,F,61.6,56.0,6.14,6.2,3.8,3724
4911,0.9,Good,F,63.1,57.0,6.12,6.15,3.87,3724
4912,0.92,Very Good,G,63.8,57.0,6.13,6.16,3.92,3724
4914,0.9,Ideal,I,61.8,56.0,6.2,6.23,3.84,3724
4915,0.9,Good,E,62.1,63.0,6.09,6.12,3.79,3724
4916,0.92,Premium,I,61.4,58.0,6.23,6.27,3.84,3725
4917,0.7,Very Good,G,63.0,59.0,5.58,5.62,3.53,3725
4918,0.7,Ideal,G,61.6,57.0,5.74,5.71,3.53,3725
4920,1.21,Good,E,63.3,63.0,6.67,6.72,4.24,3726
4921,0.91,Very Good,F,61.4,60.0,6.13,6.16,3.77,3726
4922,1.1,Premium,J,59.6,59.0,6.74,6.72,4.01,3726
4923,0.91,Ideal,I,62.2,59.0,6.13,6.18,3.83,3726
4925,1.08,Very Good,E,63.5,56.0,6.53,6.48,4.13,3726
4926,1.13,Ideal,E,62.0,55.0,6.66,6.7,4.14,3729
4928,0.97,Ideal,H,60.7,55.0,6.47,6.41,3.91,3729
4929,1.11,Very Good,J,63.2,59.0,6.55,6.46,4.11,3730
4930,0.9,Very Good,I,60.6,56.0,6.23,6.28,3.79,3730
4931,0.9,Good,H,61.4,60.0,6.06,6.12,3.74,3730
4934,0.91,Good,D,64.0,58.0,6.09,6.06,3.89,3730
4935,0.9,Premium,I,60.9,59.0,6.25,6.22,3.8,3730
4936,1.11,Fair,H,64.4,58.0,6.55,6.5,4.2,3730
4937,0.9,Premium,H,60.7,59.0,6.26,6.19,3.78,3730
4938,0.98,Very Good,H,62.1,59.0,6.33,6.39,3.95,3731
4939,1.01,Ideal,J,61.6,55.0,6.45,6.5,3.99,3732
4940,1.01,Premium,H,59.6,60.0,6.55,6.5,3.89,3732
4941,0.58,Ideal,D,62.1,55.0,5.33,5.37,3.32,3732
4942,0.76,Ideal,D,62.3,55.0,5.81,5.84,3.63,3732
4943,0.8,Ideal,H,61.8,57.0,5.93,5.89,3.65,3732
4944,1.19,Ideal,H,61.5,57.0,6.83,6.79,4.19,3732
4945,1.27,Premium,I,60.2,62.0,7.05,7.0,4.23,3732
4946,1.01,Ideal,F,62.4,56.0,6.44,6.38,4.0,3733
4947,1.01,Premium,F,62.7,58.0,6.38,6.32,3.98,3733
4948,1.15,Good,J,63.8,60.0,6.63,6.56,4.21,3733
4949,1.01,Good,G,64.3,55.0,6.34,6.31,4.07,3733
4950,0.9,Good,F,61.0,62.0,6.17,6.26,3.79,3733
4951,1.01,Premium,H,60.8,59.0,6.51,6.46,3.94,3733
4952,1.01,Ideal,I,61.9,55.0,6.45,6.38,3.97,3733
4954,1.01,Premium,J,61.2,59.0,6.43,6.37,3.92,3733
4955,0.9,Good,G,62.8,59.0,6.08,6.12,3.83,3734
4956,0.9,Good,G,63.8,59.0,6.05,6.08,3.87,3734
4957,0.9,Premium,G,62.2,60.0,6.1,6.16,3.81,3734
4958,0.9,Good,G,63.2,59.0,6.05,6.1,3.84,3734
4959,0.91,Very Good,H,62.2,60.0,6.16,6.22,3.85,3734
4961,0.9,Good,H,64.0,59.0,6.01,6.05,3.86,3734
4962,0.9,Very Good,G,62.0,61.0,6.07,6.13,3.78,3734
4963,0.9,Good,G,63.1,59.0,6.11,6.15,3.87,3734
4964,0.9,Good,G,63.7,58.0,6.09,6.12,3.89,3734
4965,0.9,Good,G,63.7,60.0,6.07,6.11,3.88,3734
4966,0.91,Very Good,H,62.8,58.0,6.13,6.16,3.86,3734
4967,0.91,Very Good,I,61.9,57.0,6.19,6.24,3.85,3734
4969,1.13,Premium,I,62.1,60.0,6.74,6.66,4.16,3734
4972,0.73,Ideal,D,62.6,55.0,5.71,5.76,3.59,3735
4974,1.15,Premium,H,59.6,59.0,6.82,6.78,4.05,3735
4975,0.78,Ideal,D,62.9,56.0,5.85,5.88,3.69,3736
4976,0.78,Ideal,G,61.6,55.0,5.91,5.94,3.65,3736
4977,0.9,Good,E,63.0,58.0,6.08,6.11,3.84,3736
4978,0.8,Very Good,H,61.9,56.0,5.93,5.96,3.69,3737
4979,1.01,Good,E,63.9,58.0,6.37,6.31,4.05,3737
4980,0.7,Ideal,D,60.9,59.0,5.69,5.73,3.48,3737
4981,0.93,Very Good,G,62.7,57.0,6.21,6.26,3.91,3738
4982,1.03,Ideal,J,62.3,57.0,6.48,6.43,4.02,3738
4983,0.71,Ideal,G,60.9,57.0,5.74,5.79,3.51,3739
4984,1.01,Ideal,G,61.5,57.0,6.42,6.46,3.96,3739
4985,1.19,Very Good,G,63.4,56.0,6.69,6.56,4.2,3739
4986,1.0,Good,H,63.2,60.0,6.27,6.3,3.97,3740
4987,0.75,Ideal,G,62.0,56.0,5.79,5.85,3.61,3740
4989,0.72,Ideal,F,62.3,57.0,5.72,5.74,3.57,3740
4990,1.06,Premium,J,61.3,60.0,6.59,6.52,4.02,3740
4991,0.9,Premium,D,61.0,59.0,6.18,6.14,3.76,3740
4992,0.9,Good,D,63.8,58.0,6.13,6.09,3.9,3740
4993,0.9,Premium,D,62.3,58.0,6.27,6.05,3.84,3740
4994,0.9,Good,D,63.6,57.0,6.07,6.03,3.85,3740
4995,0.7,Ideal,F,61.9,54.8,5.68,5.72,3.53,3741
4996,0.58,Ideal,D,62.2,56.0,5.34,5.36,3.33,3741
4997,0.9,Good,I,63.9,63.0,6.04,6.07,3.87,3741
4998,1.08,Good,J,63.2,59.0,6.4,6.57,4.1,3742
4999,1.05,Very Good,I,62.3,59.0,6.42,6.46,4.01,3742
5001,1.09,Very Good,D,63.4,59.0,6.59,6.54,4.16,3742
5002,0.91,Premium,E,61.6,60.0,6.14,6.1,3.77,3743
5003,0.91,Ideal,H,63.0,56.0,6.15,6.05,3.84,3743
5007,0.92,Good,E,61.8,59.0,6.11,6.19,3.8,3744
5008,0.78,Very Good,F,61.7,55.0,5.89,5.94,3.65,3744
5010,1.02,Very Good,J,63.3,56.0,6.38,6.42,4.05,3745
5011,1.13,Ideal,H,62.2,55.0,6.69,6.65,4.15,3745
5012,1.1,Premium,F,59.8,61.0,6.7,6.65,3.99,3745
5013,1.1,Ideal,F,61.8,56.0,6.65,6.61,4.1,3745
5015,0.91,Premium,F,62.6,58.0,6.14,6.09,3.83,3746
5016,0.9,Very Good,J,60.4,60.0,6.23,6.28,3.78,3746
5017,0.72,Ideal,F,60.9,56.0,5.77,5.83,3.53,3746
5018,0.93,Very Good,E,63.0,58.0,6.16,6.18,3.89,3746
5019,1.13,Premium,G,61.2,58.0,6.77,6.66,4.11,3746
5021,0.91,Very Good,F,63.3,54.0,6.22,6.14,3.91,3746
5022,0.74,Ideal,D,61.7,55.0,5.85,5.79,3.59,3746
5023,0.91,Ideal,F,62.2,56.0,6.17,6.14,3.83,3746
5024,0.91,Ideal,F,62.4,57.0,6.22,6.18,3.87,3746
5026,0.9,Very Good,E,62.5,60.0,6.09,6.13,3.82,3748
5027,0.71,Ideal,E,61.5,55.0,5.78,5.75,3.55,3748
5028,0.92,Premium,F,62.6,59.0,6.19,6.23,3.89,3749
5029,1.01,Very Good,J,62.9,56.0,6.35,6.4,4.01,3749
5030,1.01,Premium,I,61.7,60.0,6.34,6.4,3.93,3749
5031,1.03,Ideal,F,61.9,56.0,6.53,6.49,4.03,3749
5032,0.63,Ideal,F,60.9,57.0,5.53,5.57,3.38,3749
5034,1.03,Premium,H,62.7,62.0,6.43,6.38,4.02,3749
5035,1.03,Premium,J,61.1,61.0,6.49,6.44,3.95,3749
5036,1.03,Premium,H,62.0,60.0,6.47,6.41,4.0,3749
5037,1.03,Premium,I,62.0,58.0,6.46,6.41,3.99,3749
5038,0.9,Good,F,63.8,56.0,5.99,5.92,3.8,3750
5039,1.08,Premium,I,60.1,59.0,6.75,6.69,4.04,3750
5040,0.3,Ideal,F,60.5,58.0,4.3,4.36,2.62,573
5041,0.33,Ideal,I,61.7,55.0,4.44,4.47,2.75,573
5042,0.4,Ideal,G,62.6,54.0,4.73,4.76,2.97,573
5043,0.4,Ideal,G,62.4,56.0,4.71,4.75,2.95,573
5044,0.4,Ideal,G,62.1,53.0,4.75,4.78,2.96,573
5045,0.4,Ideal,I,61.8,55.0,4.74,4.78,2.94,573
5046,0.31,Ideal,H,61.4,55.0,4.44,4.36,2.7,573
5048,0.31,Premium,H,62.3,55.0,4.36,4.34,2.71,573
5049,0.31,Premium,H,61.1,55.0,4.39,4.35,2.67,573
5050,0.31,Good,H,63.6,57.0,4.33,4.32,2.75,573
5051,0.31,Premium,H,62.4,60.0,4.34,4.32,2.7,573
5052,0.31,Premium,H,61.1,57.0,4.35,4.32,2.65,573
5053,0.31,Ideal,H,62.7,56.0,4.38,4.33,2.73,573
5054,0.31,Premium,H,60.5,60.0,4.4,4.33,2.64,573
5055,0.31,Very Good,H,63.1,57.0,4.34,4.31,2.73,573
5056,0.3,Ideal,D,60.2,56.0,4.4,4.37,2.64,574
5057,0.31,Ideal,G,61.4,57.0,4.35,4.38,2.68,574
5058,0.31,Ideal,G,61.4,56.0,4.34,4.37,2.67,574
5059,0.34,Premium,G,62.8,58.0,4.46,4.43,2.79,574
5060,0.34,Very Good,F,63.3,54.0,4.48,4.46,2.83,574
5061,0.34,Premium,F,60.0,58.0,4.58,4.55,2.74,574
5062,0.34,Premium,F,61.7,61.0,4.48,4.44,2.75,574
5063,0.34,Premium,F,63.0,58.0,4.47,4.45,2.81,574
5064,0.3,Premium,G,62.6,57.0,4.34,4.25,2.69,574
5065,0.3,Premium,G,61.6,59.0,4.28,4.26,2.63,574
5066,0.3,Good,G,63.8,56.0,4.3,4.26,2.73,574
5067,0.3,Premium,G,61.4,57.0,4.35,4.31,2.66,574
5068,0.3,Premium,G,59.8,57.0,4.37,4.32,2.6,574
5069,0.3,Premium,G,59.7,60.0,4.39,4.35,2.61,574
5070,0.77,Ideal,F,61.9,54.0,5.91,5.94,3.66,3750
5071,0.95,Good,F,59.7,57.0,6.41,6.45,3.84,3750
5073,0.93,Premium,H,61.8,59.0,6.27,6.23,3.86,3750
5075,1.01,Premium,G,62.9,57.0,6.39,6.33,4.0,3750
5077,0.91,Very Good,E,63.8,60.0,6.05,6.09,3.87,3751
5078,1.25,Premium,J,59.8,58.0,7.02,6.96,4.18,3751
5079,0.92,Premium,G,61.5,60.0,6.26,6.19,3.83,3751
5080,0.91,Ideal,I,62.2,56.0,6.22,6.18,3.86,3751
5082,0.9,Very Good,G,63.3,56.0,6.08,6.11,3.86,3752
5083,0.9,Very Good,G,63.8,57.0,6.04,6.13,3.88,3752
5084,0.7,Ideal,D,61.4,54.2,5.72,5.76,3.52,3752
5085,0.9,Good,G,60.0,61.0,6.19,6.22,3.72,3752
5087,1.0,Premium,E,61.0,59.0,6.4,6.33,3.89,3752
5088,1.06,Very Good,J,62.0,58.0,6.45,6.53,4.04,3754
5090,1.02,Premium,F,62.5,58.0,6.47,6.4,4.02,3754
5091,0.9,Good,D,64.1,56.0,6.04,6.07,3.88,3755
5092,0.9,Good,D,63.6,63.0,6.03,6.07,3.85,3755
5093,1.14,Ideal,F,61.7,57.0,6.67,6.7,4.13,3755
5094,1.03,Very Good,G,63.0,60.0,6.35,6.39,4.01,3755
5095,1.02,Very Good,J,62.9,59.0,6.34,6.41,4.01,3755
5096,0.77,Ideal,D,61.8,56.0,5.9,5.84,3.63,3755
5097,0.91,Ideal,E,62.7,57.0,6.19,6.26,3.9,3756
5098,0.91,Very Good,H,63.3,58.0,6.11,6.06,3.85,3756
5099,0.81,Ideal,F,61.7,57.0,5.97,6.02,3.7,3756
5100,1.01,Good,J,59.5,62.0,6.42,6.46,3.83,3756
5102,0.73,Ideal,E,61.7,57.0,5.77,5.8,3.57,3758
5103,0.94,Premium,E,60.4,59.0,6.37,6.34,3.84,3758
5104,0.61,Ideal,D,61.7,56.0,5.47,5.42,3.36,3758
5105,0.72,Ideal,F,61.6,56.0,5.76,5.79,3.56,3759
5106,0.72,Ideal,F,61.5,56.0,5.77,5.8,3.56,3759
5107,0.72,Ideal,F,60.7,57.0,5.79,5.87,3.54,3759
5108,0.72,Ideal,F,61.7,56.0,5.75,5.78,3.56,3759
5109,0.72,Ideal,F,61.4,56.0,5.75,5.79,3.54,3759
5110,0.72,Ideal,F,61.0,55.0,5.77,5.81,3.53,3759
5111,0.72,Ideal,F,61.3,56.0,5.74,5.78,3.54,3759
5112,0.72,Ideal,F,61.5,56.0,5.74,5.77,3.53,3759
5113,0.72,Ideal,F,60.5,56.0,5.82,5.85,3.53,3759
5114,0.71,Very Good,E,60.3,52.0,5.8,5.87,3.52,3760
5115,0.79,Ideal,G,62.1,56.0,5.89,5.93,3.67,3760
5116,1.09,Ideal,E,59.4,57.0,6.74,6.65,3.98,3760
5117,0.74,Ideal,H,60.9,57.0,5.83,5.85,3.56,3760
5118,1.01,Premium,I,60.5,61.0,6.47,6.42,3.9,3761
5119,0.72,Very Good,F,62.1,55.0,5.72,5.78,3.57,3762
5120,0.91,Very Good,H,62.7,56.0,6.14,6.18,3.86,3762
5121,1.04,Ideal,J,60.4,57.0,6.55,6.6,3.97,3762
5122,0.92,Very Good,F,62.9,58.0,6.18,6.22,3.9,3763
5123,0.91,Very Good,E,62.9,56.0,6.14,6.17,3.87,3763
5124,0.91,Very Good,G,63.4,59.0,6.2,6.14,3.91,3763
5125,0.7,Ideal,G,61.6,57.0,5.69,5.73,3.52,3763
5126,0.78,Ideal,D,61.9,56.0,5.88,5.94,3.66,3763
5127,0.92,Ideal,F,61.5,56.0,6.27,6.32,3.87,3763
5128,0.91,Ideal,F,60.3,57.0,6.26,6.34,3.8,3763
5133,1.0,Premium,I,60.3,62.0,6.46,6.41,3.88,3763
5134,1.0,Premium,E,60.7,58.0,6.45,6.38,3.9,3763
5135,1.0,Good,I,64.0,53.0,6.34,6.28,4.04,3763
5137,1.12,Ideal,H,61.4,56.0,6.69,6.66,4.1,3763
5138,1.0,Premium,I,60.1,62.0,6.5,6.47,3.9,3763
5140,1.0,Very Good,E,63.2,56.0,6.4,6.32,4.02,3763
5141,0.91,Premium,G,62.6,56.0,6.21,6.16,3.87,3763
5143,1.0,Very Good,E,63.5,56.0,6.37,6.3,4.02,3763
5144,0.9,Very Good,I,62.8,52.0,6.19,6.23,3.9,3764
5147,0.93,Very Good,I,63.1,58.0,6.19,6.21,3.91,3766
5148,0.85,Ideal,G,62.1,56.0,6.05,6.1,3.77,3766
5149,1.01,Premium,I,59.6,62.0,6.56,6.5,3.89,3767
5150,0.76,Premium,E,60.6,59.0,5.94,5.85,3.57,3767
5152,1.01,Good,F,64.0,56.0,6.25,6.32,4.02,3768
5153,1.01,Good,F,63.1,58.0,6.34,6.38,4.01,3768
5154,0.96,Premium,H,62.7,58.0,6.27,6.24,3.92,3768
5155,1.02,Premium,D,61.4,60.0,6.42,6.47,3.96,3769
5156,1.02,Very Good,I,63.4,57.0,6.37,6.4,4.05,3769
5160,0.9,Very Good,F,62.0,61.0,6.14,6.16,3.81,3770
5161,0.9,Very Good,F,61.4,62.0,6.11,6.2,3.78,3770
5162,0.9,Premium,F,61.5,59.0,6.2,6.23,3.82,3770
5163,1.01,Very Good,I,62.1,56.0,6.41,6.45,3.99,3770
5164,0.9,Very Good,H,60.8,57.0,6.22,6.25,3.79,3770
5165,0.9,Ideal,H,61.5,56.0,6.24,6.18,3.82,3770
5167,0.91,Very Good,H,63.4,56.0,6.18,6.1,3.89,3771
5168,0.91,Very Good,E,63.0,56.0,6.12,6.16,3.87,3772
5169,0.9,Very Good,H,61.7,57.0,6.21,6.26,3.85,3772
5170,0.91,Ideal,E,62.6,57.0,6.13,6.18,3.85,3772
5171,0.71,Ideal,G,61.8,57.0,5.7,5.75,3.54,3772
5173,0.71,Ideal,E,61.9,55.0,5.68,5.72,3.53,3773
5174,1.04,Premium,I,62.0,57.0,6.53,6.47,4.03,3774
5176,0.83,Very Good,I,61.8,56.0,6.0,6.03,3.72,3774
5178,0.9,Premium,G,62.9,58.0,6.11,6.02,3.82,3774
5179,0.9,Premium,G,60.6,61.0,6.21,6.16,3.75,3774
